/以下全部来自互联网，所有内容仅供测试使用，请勿用于违法用途，如有冒犯请联系删除。

//永久免费꙰严禁商业꙰仅供测试꙰违者自负!꙰//       

//来源网络，免费分享，请勿追究，谢谢！//

祝大家马年大吉,#genre#
大明王朝,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382736879
生逢灿烂的日子,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382745085
炊事班的故事II,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382851579
少年包青天三部曲,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1356338181
火蓝刀锋,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382737892
盗墓笔记,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1356373644
短剧轮播,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382881708
鹊刀门,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1355344777
宰相刘罗锅,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382745191
赵本山小品,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354936217
金星脱口秀：我敢说你敢听吗,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382735552
神医喜来乐,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382714119
少年包青天,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=38498680
武林外传,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1355652820
火凤凰,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1463088777
战狼2,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354784284
新三国,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=23512910
老三国,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354930932
老三国,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354936241
铁齿铜牙纪晓岚,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354143978
雪中悍刀行,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382660835
隋唐英雄传,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1352475619
神探狄仁杰2,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1351755386
神探狄仁杰,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382829413
神探狄仁杰2,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382828767
神探狄仁杰,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354930934
狂飙1,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1355142167
狂飙2,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1382754187
铁齿铜牙纪晓岚,http://shorturl.jxpan.vip:880/r/baoshi_web/YYlunbo.php?id=1354143978













埋堆堆频道,#genre#
埋堆堆官方,http://39.153.130.167:35455/huya/23740156             
鹿鼎记,http://39.153.130.167:35455/huya/29847482
↓
创世纪,http://39.153.130.167:35455/huya/29465852
笑看风云,http://39.153.130.167:35455/huya/29465858
陀枪师姐,http://39.153.130.167:35455/huya/29465857
刑事侦缉档案,http://39.153.130.167:35455/huya/29465856
妙手仁心,http://39.153.130.167:35455/huya/29465853
野蛮奶奶,http://39.153.130.167:35455/huya/23863796
扫黄先锋,http://39.153.130.167:35455/huya/29465855
洗冤录,http://39.153.130.167:35455/huya/29465851
寻秦记,http://39.153.130.167:35455/huya/29633850
九阴真经,http://39.153.130.167:35455/huya/23824164
封神榜,http://39.153.130.167:35455/huya/29465849
西游记2,http://39.153.130.167:35455/huya/29465859
楚汉骄雄,http://39.153.130.167:35455/huya/29465854
金枝欲孽,http://39.153.130.167:35455/huya/29465847
倚天屠龙记,http://39.153.130.167:35455/huya/30434405
大唐双龙传,http://39.153.130.167:35455/huya/29465850
天龙八部,http://39.153.130.167:35455/huya/20985816



动漫剧场,#genre#
名侦探柯南,https://live.ottiptv.cc/huya/30080236
火影忍者,https://live.ottiptv.cc/huya/29465866
海贼王,https://live.ottiptv.cc/huya/29982634
精灵宝可梦,http://live.metshop.top/huya/23749096?cdn=alicdn
神奇宝贝,https://live.ottiptv.cc/huya/29465874
宫崎骏,https://live.ottiptv.cc/huya/21059614
钢之炼金术师,https://live.ottiptv.cc/huya/20985859
黑子的篮球,https://live.ottiptv.cc/huya/30080253
瑞克与莫蒂,https://live.ottiptv.cc/huya/29982655
星辰变,https://live.ottiptv.cc/huya/24514506
成龙历险记,https://live.ottiptv.cc/huya/11352946
飞天小女警,https://live.ottiptv.cc/huya/11601958
蜡笔小新,https://live.ottiptv.cc/huya/11352970
樱桃小丸子,https://live.ottiptv.cc/huya/11342394
猫和老鼠,https://live.ottiptv.cc/huya/11352879
七龙珠,https://live.ottiptv.cc/huya/11601966
全职高手,https://live.ottiptv.cc/huya/21059628
哆啦A梦,https://live.ottiptv.cc/huya/11601963
海绵宝宝,https://live.ottiptv.cc/huya/11352919
魔法少女,https://live.ottiptv.cc/huya/21059587
全职猎人,https://live.ottiptv.cc/huya/30080254
四驱兄弟,https://live.ottiptv.cc/huya/11352922
一人之上,https://live.ottiptv.cc/huya/11602065
头文字D,https://live.ottiptv.cc/huya/11352889
网球王子,https://live.ottiptv.cc/huya/11352882
玩具总动员,https://live.ottiptv.cc/huya/30080256
通灵王,https://live.ottiptv.cc/huya/20969112
游戏王,https://live.ottiptv.cc/huya/20985856
男子高中生的日常,https://live.ottiptv.cc/huya/20985858
元气少女缘结神,https://live.ottiptv.cc/huya/11352967
全职法师,https://live.ottiptv.cc/huya/26355772
尸兄,https://live.ottiptv.cc/huya/26355846
大头儿子小头爸爸,https://live.ottiptv.cc/huya/20969114
哪吒传奇,https://live.ottiptv.cc/huya/26355782
龙族,https://live.ottiptv.cc/huya/23865086
间谍过家家,https://live.ottiptv.cc/huya/30080149
罗小黑战记,https://live.ottiptv.cc/huya/24314159
圣斗士星矢,https://live.ottiptv.cc/huya/10396612
葫芦兄弟,https://live.ottiptv.cc/huya/20985834
咒术回战,https://live.ottiptv.cc/huya/21059561
反叛的鲁路修,https://live.ottiptv.cc/huya/20969113
超自然武装当哒当,https://live.ottiptv.cc/huya/20985850
新世纪福音战士,https://live.ottiptv.cc/huya/20985862
足球小将,https://live.ottiptv.cc/huya/25725150
轻羽飞扬,https://live.ottiptv.cc/huya/30805998
虫师,https://tv1288.xyz/1002.php?id=21241791
魔神英雄传,https://tv1288.xyz/1002.php?id=21241839
埋堆堆直播1,https://live.ottiptv.cc/huya/23734246
埋堆堆直播2,https://live.ottiptv.cc/huya/23734256
国产动漫系列,https://live.ottiptv.cc/huya/11352869

魔法少女,https://live.ottiptv.cc/huya/21059587
全职猎人,https://live.ottiptv.cc/huya/30080254
四驱兄弟,https://live.ottiptv.cc/huya/11352922
一人之上,https://live.ottiptv.cc/huya/11602065
头文字D,https://live.ottiptv.cc/huya/11352889
网球王子,https://live.ottiptv.cc/huya/11352882
玩具总动员,https://live.ottiptv.cc/huya/30080256
通灵王,https://live.ottiptv.cc/huya/20969112
游戏王,https://live.ottiptv.cc/huya/20985856
男子高中生的日常,https://live.ottiptv.cc/huya/20985858
元气少女缘结神,https://live.ottiptv.cc/huya/11352967
全职法师,https://live.ottiptv.cc/huya/26355772
尸兄,https://live.ottiptv.cc/huya/26355846
大头儿子小头爸爸,https://live.ottiptv.cc/huya/20969114
哪吒传奇,https://live.ottiptv.cc/huya/26355782
龙族,https://live.ottiptv.cc/huya/23865086
间谍过家家,https://live.ottiptv.cc/huya/30080149
罗小黑战记,https://live.ottiptv.cc/huya/24314159
圣斗士星矢,https://live.ottiptv.cc/huya/10396612
葫芦兄弟,https://live.ottiptv.cc/huya/20985834
咒术回战,https://live.ottiptv.cc/huya/21059561
反叛的鲁路修,https://live.ottiptv.cc/huya/20969113
超自然武装当哒当,https://live.ottiptv.cc/huya/20985850
新世纪福音战士,https://live.ottiptv.cc/huya/20985862
足球小将,https://live.ottiptv.cc/huya/25725150
轻羽飞扬,https://live.ottiptv.cc/huya/30805998
虫师,https://tv1288.xyz/1002.php?id=21241791
魔神英雄传,https://tv1288.xyz/1002.php?id=21241839
埋堆堆直播1,https://live.ottiptv.cc/huya/23734246
埋堆堆直播2,https://live.ottiptv.cc/huya/23734256
国产动漫系列,https://live.ottiptv.cc/huya/11352869





谍战·剧场,#genre#
探案剧专区,https://live.ottiptv.cc/huya/20969144
探案剧专区,https://live.ottiptv.cc/huya/20969144
都市剧专区,https://live.ottiptv.cc/huya/29982666
刑侦剧专区,https://live.ottiptv.cc/huya/20969130
家庭剧专区,https://live.ottiptv.cc/huya/11352872
经典剧专区,https://live.ottiptv.cc/huya/11602081
怀旧剧专区,https://live.ottiptv.cc/huya/30080241
僵尸剧专区,https://live.ottiptv.cc/huya/23865148
抗战剧专区,https://live.ottiptv.cc/huya/30080238
台湾剧专区,https://live.ottiptv.cc/huya/11342436
韩国剧专区,https://live.ottiptv.cc/huya/23863787
美国剧专区,https://live.ottiptv.cc/huya/30080138
英国剧专区,https://live.ottiptv.cc/huya/29982659
校园剧专区,https://live.ottiptv.cc/huya/30080228
谍战剧专区,https://live.ottiptv.cc/huya/30080225
古装剧专区,https://live.ottiptv.cc/huya/24314158
乡村剧专区,https://live.ottiptv.cc/huya/30080255
偶像剧专区,https://live.ottiptv.cc/huya/11601964
爱情剧专区,https://live.ottiptv.cc/huya/29982671
搞笑剧专区,https://live.ottiptv.cc/huya/21059634
武侠剧专区,https://live.ottiptv.cc/huya/20985816
穿越剧专区,https://live.ottiptv.cc/huya/26355857
年代剧专区,https://live.ottiptv.cc/huya/20969095



综艺·剧场,#genre#

韩国综艺,https://live.ottiptv.cc/huya/11336725
欧美综艺,https://live.ottiptv.cc/huya/20969124
男生女生向前冲专场,https://tv1288.xyz/1002.php?id=30021042
极限挑战专场,https://live.ottiptv.cc/huya/29982632
青春环游记专场,https://live.ottiptv.cc/huya/30080246
五十公里桃花坞专场,https://live.ottiptv.cc/huya/29465869
高能少年团专场,https://live.ottiptv.cc/huya/29982609
二十四小时专场,https://live.ottiptv.cc/huya/29982610
哈哈哈哈哈专场,https://live.ottiptv.cc/huya/30080247
演员请就位专场,https://live.ottiptv.cc/huya/23746691
奔跑吧兄弟专场,https://live.ottiptv.cc/huya/29465870
最强大脑专场,https://live.ottiptv.cc/huya/29465880
现在就出发专场,https://live.ottiptv.cc/huya/21059551
脱口秀大会专场,https://live.ottiptv.cc/huya/11352875
新游记专场,https://live.ottiptv.cc/huya/20985794
天赐的声音专场,https://live.ottiptv.cc/huya/30080249
幸福三重奏专场,https://live.ottiptv.cc/huya/29982647
咱们穿越吧专场,https://live.ottiptv.cc/huya/11352907
我是大侦探专场,https://live.ottiptv.cc/huya/20969140
中国好声音专场,https://live.ottiptv.cc/huya/23746691

体育·剧场,#genre#

篮球专场,https://live.ottiptv.cc/huya/30871356
羽毛球专场,https://live.ottiptv.cc/huya/30806115
乒乓球专场,https://live.ottiptv.cc/huya/23505696
斯诺克专场,https://live.ottiptv.cc/huya/880214
赛车专场,https://live.ottiptv.cc/huya/18152482
摔跤专场,https://live.ottiptv.cc/huya/20072812
拳击专场,https://live.ottiptv.cc/huya/18152380
格斗专场,https://live.ottiptv.cc/huya/20072796
柔道专场,https://live.ottiptv.cc/huya/20072837
WWE专场,https://live.ottiptv.cc/huya/30021023
摩托专场,https://live.ottiptv.cc/huya/19197407
健美专场,https://live.ottiptv.cc/huya/26106704
健身专场,https://live.ottiptv.cc/huya/24354754
越野专场,https://live.ottiptv.cc/huya/30020978
Big3专场,https://live.ottiptv.cc/huya/30847442
飞盘专场,https://tv1288.xyz/1002.php?id=30689549
瑜伽专场,https://live.ottiptv.cc/huya/20753449
棒球专场,https://live.ottiptv.cc/huya/20072763
体育,https://live.ottiptv.cc/huya/11352919





明星·剧场,#genre#

周星星,https://live.ottiptv.cc/huya/11336587
电影_洪金宝,https://live.ottiptv.cc/huya/11279251
小鬼头,https://live.ottiptv.cc/huya/11352963
刘德华,https://live.ottiptv.cc/huya/11342424
许冠英,https://live.ottiptv.cc/huya/11601972
李连杰,https://live.ottiptv.cc/huya/11342390
甄子丹,https://live.ottiptv.cc/huya/11352935
星爷,https://live.ottiptv.cc/huya/11342412
英叔,https://live.ottiptv.cc/huya/11342421
成龙,https://live.ottiptv.cc/huya/11342386
王晶,https://live.ottiptv.cc/huya/11602058
沈腾,https://live.ottiptv.cc/huya/11601968
黄渤,https://live.ottiptv.cc/huya/11352876
吴京,https://live.ottiptv.cc/huya/11602041
强森,https://live.ottiptv.cc/huya/21059581
怪兽,https://live.ottiptv.cc/huya/21059577
武侠,https://live.ottiptv.cc/huya/11342427
罪犯,https://live.ottiptv.cc/huya/11352962
枪战,https://live.ottiptv.cc/huya/21059579
盗墓,https://live.ottiptv.cc/huya/21059552
贺岁,https://live.ottiptv.cc/huya/11601971
玄幻,https://live.ottiptv.cc/huya/11342414
喜剧,https://live.ottiptv.cc/huya/11352877
港片,https://live.ottiptv.cc/huya/11602043
国产,https://live.ottiptv.cc/huya/11352973
欢乐剧场,https://live.ottiptv.cc/douyu/7489563
喜剧专场,https://live.ottiptv.cc/huya/11602044
高分动作,https://live.ottiptv.cc/huya/11352884
不挤影院,https://live.ottiptv.cc/huya/11352897
黑帮斗争,https://live.ottiptv.cc/huya/11342419
嫣然影厅,https://live.ottiptv.cc/huya/11601977
女神系列,https://live.ottiptv.cc/huya/11336571
经典女神,https://live.ottiptv.cc/huya/11352909
许氏三杰,https://live.ottiptv.cc/huya/11602033
经典港片,https://live.ottiptv.cc/huya/11352965
镖行天下,https://live.ottiptv.cc/huya/11352969
蘑菇影厅,https://live.ottiptv.cc/huya/11601981
搞笑恐怖,https://live.ottiptv.cc/huya/11601960
死神来了,https://live.ottiptv.cc/huya/11352903
电影_发哥,https://live.ottiptv.cc/huya/11342387
电影_漫威,https://live.ottiptv.cc/huya/11602034
电影_宇宙,https://live.ottiptv.cc/huya/11342428
电影_警匪,https://live.ottiptv.cc/huya/11352886
电影_海盗,https://live.ottiptv.cc/huya/21059595
电影_赛车,https://live.ottiptv.cc/huya/11279247
电影_救援,https://live.ottiptv.cc/huya/21059594
电影_热血,https://live.ottiptv.cc/huya/11352934
电影_谍战,https://live.ottiptv.cc/huya/21059585
电影_战争,https://live.ottiptv.cc/huya/21059592                                                                       
电影_梁家辉,https://live.ottiptv.cc/huya/11342429
电影_斯坦森,https://live.ottiptv.cc/huya/21059588
电影_八点档,https://live.ottiptv.cc/huya/880261
电影_蜘蛛侠,https://live.ottiptv.cc/huya/21059599
电影_贺岁片,https://live.ottiptv.cc/huya/11601986
电影_功夫片,https://live.ottiptv.cc/huya/11352941
电影_黑帮片,https://live.ottiptv.cc/huya/11336719
电影_丧尸片,https://live.ottiptv.cc/huya/21059578
电影_灾难片,https://live.ottiptv.cc/huya/11602075
电影_谍战片,https://live.ottiptv.cc/huya/21059587
电影_战争片,https://live.ottiptv.cc/huya/21059574
电影_犯罪片,https://live.ottiptv.cc/huya/11352974
电影_古装片,https://live.ottiptv.cc/huya/11336590
电影_动作电影,https://live.ottiptv.cc/huya/11602077
电影_搞笑喜剧,https://live.ottiptv.cc/huya/11342423
电影_欢笑影院,https://live.ottiptv.cc/huya/11352894
电影_国产悬疑,https://live.ottiptv.cc/huya/11342395
电影_快意江湖,https://live.ottiptv.cc/huya/11342435
电影_高能反转,https://live.ottiptv.cc/huya/11352887
电影_喜乐影院,https://live.ottiptv.cc/huya/21059580
电影_变形金刚,https://live.ottiptv.cc/huya/21059596
电影_怪兽系列,https://live.ottiptv.cc/huya/21059554
电影_发哥,https://live.ottiptv.cc/huya/11342387
电影_漫威,https://live.ottiptv.cc/huya/11602034
电影_宇宙,https://live.ottiptv.cc/huya/11342428
电影_警匪,https://live.ottiptv.cc/huya/11352886
电影_海盗,https://live.ottiptv.cc/huya/21059595
电影_赛车,https://live.ottiptv.cc/huya/11279247
电影_救援,https://live.ottiptv.cc/huya/21059594
电影_热血,https://live.ottiptv.cc/huya/11352934
电影_谍战,https://live.ottiptv.cc/huya/21059585
电影_战争,https://live.ottiptv.cc/huya/21059592
电影_洪金宝,https://live.ottiptv.cc/huya/11279251
电影_梁家辉,https://live.ottiptv.cc/huya/11342429
电影_斯坦森,https://live.ottiptv.cc/huya/21059588
电影_八点档,https://live.ottiptv.cc/huya/880261
电影_蜘蛛侠,https://live.ottiptv.cc/huya/21059599
电影_贺岁片,https://live.ottiptv.cc/huya/11601986
电影_功夫片,https://live.ottiptv.cc/huya/11352941
电影_黑帮片,https://live.ottiptv.cc/huya/11336719
电影_丧尸片,https://live.ottiptv.cc/huya/21059578
电影_灾难片,https://live.ottiptv.cc/huya/11602075
电影_谍战片,https://live.ottiptv.cc/huya/21059587
电影_战争片,https://live.ottiptv.cc/huya/21059574
电影_犯罪片,https://live.ottiptv.cc/huya/11352974
电影_古装片,https://live.ottiptv.cc/huya/11336590
电影_动作电影,https://live.ottiptv.cc/huya/11602077
电影_搞笑喜剧,https://live.ottiptv.cc/huya/11342423
电影_欢笑影院,https://live.ottiptv.cc/huya/11352894
电影_国产悬疑,https://live.ottiptv.cc/huya/11342395
电影_快意江湖,https://live.ottiptv.cc/huya/11342435
电影_高能反转,https://live.ottiptv.cc/huya/11352887
电影_喜乐影院,https://live.ottiptv.cc/huya/21059580
电影_变形金刚,https://live.ottiptv.cc/huya/21059596
电影_怪兽系列,https://live.ottiptv.cc/huya/21059554
电影_贺岁,https://live.ottiptv.cc/huya/11601971
电影_玄幻,https://live.ottiptv.cc/huya/11342414
电影_谍战,https://live.ottiptv.cc/huya/21059585
电影_战争,https://live.ottiptv.cc/huya/21059592
电影_喜剧,https://live.ottiptv.cc/huya/11352877
电影_国产,https://live.ottiptv.cc/huya/11352973
电影_周星星,https://live.ottiptv.cc/huya/11336587
电影_梁家辉,https://live.ottiptv.cc/huya/11342429
电影_斯坦森,https://live.ottiptv.cc/huya/21059588
电影_八点档,https://live.ottiptv.cc/huya/880261
电影_喜剧专场,https://live.ottiptv.cc/huya/11602044
电影_欢笑影院,https://live.ottiptv.cc/huya/11352894
电影_不挤影院,https://live.ottiptv.cc/huya/11352897
电影_国产悬疑,https://live.ottiptv.cc/huya/11342395
电影_黑帮斗争,https://live.ottiptv.cc/huya/11342419
电影_镖行天下,https://live.ottiptv.cc/huya/11352969
电影_高能反转,https://live.ottiptv.cc/huya/11352887
电影_沈腾,https://live.ottiptv.cc/huya/11601968                          

电影_怪兽,https://live.ottiptv.cc/huya/21059577
电影_警匪,https://live.ottiptv.cc/huya/11352886
电影_罪犯,https://live.ottiptv.cc/huya/11352962
电影_枪战,https://live.ottiptv.cc/huya/21059579
电影_海盗,https://live.ottiptv.cc/huya/21059595
电影_赛车,https://live.ottiptv.cc/huya/11279247
电影_国产,https://live.ottiptv.cc/huya/11602041
电影_星爷,https://live.ottiptv.cc/huya/11342412
电影_英叔,https://live.ottiptv.cc/huya/11342421
电影_发哥,https://live.ottiptv.cc/huya/11342387
电影_成龙,https://live.ottiptv.cc/huya/11342386
电影_王晶,https://live.ottiptv.cc/huya/11602058
电影_强森,https://live.ottiptv.cc/huya/21059581
电影_漫威,https://live.ottiptv.cc/huya/11602034
电影_宇宙,https://live.ottiptv.cc/huya/11342428
电影_武侠,https://live.ottiptv.cc/huya/11342427
电影_救援,https://live.ottiptv.cc/huya/21059594
电影_热血,https://live.ottiptv.cc/huya/11352934
电影_盗墓,https://live.ottiptv.cc/huya/21059552
电影_贺岁,https://live.ottiptv.cc/huya/11601971
电影_玄幻,https://live.ottiptv.cc/huya/11342414
电影_谍战,https://live.ottiptv.cc/huya/21059585
电影_战争,https://live.ottiptv.cc/huya/21059592


电影_喜剧,https://live.ottiptv.cc/huya/11352877
电影_国产,https://live.ottiptv.cc/huya/11352973
电影_周星星,https://live.ottiptv.cc/huya/11336587
电影_梁家辉,https://live.ottiptv.cc/huya/11342429
电影_斯坦森,https://live.ottiptv.cc/huya/21059588
电影_八点档,https://live.ottiptv.cc/huya/880261
电影_喜剧专场,https://live.ottiptv.cc/huya/11602044
电影_欢笑影院,https://live.ottiptv.cc/huya/11352894
电影_不挤影院,https://live.ottiptv.cc/huya/11352897
电影_国产悬疑,https://live.ottiptv.cc/huya/11342395
电影_黑帮斗争,https://live.ottiptv.cc/huya/11342419
电影_镖行天下,https://live.ottiptv.cc/huya/11352969
电影_高能反转,https://live.ottiptv.cc/huya/11352887
电影_沈腾,https://live.ottiptv.cc/huya/11601968                                   
电影_怪兽,https://live.ottiptv.cc/huya/21059577
电影_警匪,https://live.ottiptv.cc/huya/11352886
电影_罪犯,https://live.ottiptv.cc/huya/11352962
电影_枪战,https://live.ottiptv.cc/huya/21059579
电影_海盗,https://live.ottiptv.cc/huya/21059595
电影_赛车,https://live.ottiptv.cc/huya/11279247
电影_国产,https://live.ottiptv.cc/huya/11602041
电影_星爷,https://live.ottiptv.cc/huya/11342412
电影_英叔,https://live.ottiptv.cc/huya/11342421
电影_发哥,https://live.ottiptv.cc/huya/11342387
电影_成龙,https://live.ottiptv.cc/huya/11342386
电影_王晶,https://live.ottiptv.cc/huya/11602058
电影_强森,https://live.ottiptv.cc/huya/21059581
电影_漫威,https://live.ottiptv.cc/huya/11602034
电影_宇宙,https://live.ottiptv.cc/huya/11342428
电影_武侠,https://live.ottiptv.cc/huya/11342427
电影_救援,https://live.ottiptv.cc/huya/21059594
电影_热血,https://live.ottiptv.cc/huya/11352934
电影_盗墓,https://live.ottiptv.cc/huya/21059552
电影_贺岁,https://live.ottiptv.cc/huya/11601971
电影_玄幻,https://live.ottiptv.cc/huya/11342414
电影_谍战,https://live.ottiptv.cc/huya/21059585
电影_战争,https://live.ottiptv.cc/huya/21059592
电影_喜剧,https://live.ottiptv.cc/huya/11352877
电影_港片,https://live.ottiptv.cc/huya/11602043
电影_国产,https://live.ottiptv.cc/huya/11352973
电影_周星星,https://live.ottiptv.cc/huya/11336587
电影_李连杰,https://live.ottiptv.cc/huya/11342390
电影_洪金宝,https://live.ottiptv.cc/huya/11279251
电影_梁家辉,https://live.ottiptv.cc/huya/11342429
电影_许冠英,https://live.ottiptv.cc/huya/11601972
电影_刘德华,https://live.ottiptv.cc/huya/11342424
电影_斯坦森,https://live.ottiptv.cc/huya/21059588
电影_八点档,https://live.ottiptv.cc/huya/880261
电影_蜘蛛侠,https://live.ottiptv.cc/huya/21059599
电影_贺岁片,https://live.ottiptv.cc/huya/11601986
电影_功夫片,https://live.ottiptv.cc/huya/11352941
电影_黑帮片,https://live.ottiptv.cc/huya/11336719
电影_丧尸片,https://live.ottiptv.cc/huya/21059578
电影_灾难片,https://live.ottiptv.cc/huya/11602075
电影_谍战片,https://live.ottiptv.cc/huya/21059587
电影_战争片,https://live.ottiptv.cc/huya/21059574
电影_犯罪片,https://live.ottiptv.cc/huya/11352974
电影_古装片,https://live.ottiptv.cc/huya/11336590
电影_高分动作,https://live.ottiptv.cc/huya/11352884
电影_动作电影,https://live.ottiptv.cc/huya/11602077
电影_搞笑喜剧,https://live.ottiptv.cc/huya/11342423
电影_喜剧专场,https://live.ottiptv.cc/huya/11602044
电影_欢笑影院,https://live.ottiptv.cc/huya/11352894
电影_不挤影院,https://live.ottiptv.cc/huya/11352897
电影_国产悬疑,https://live.ottiptv.cc/huya/11342395
电影_快意江湖,https://live.ottiptv.cc/huya/11342435
电影_黑帮斗争,https://live.ottiptv.cc/huya/11342419
电影_古墓系列,https://live.ottiptv.cc/huya/11352913
电影_嫣然影厅,https://live.ottiptv.cc/huya/11601977
电影_女神系列,https://live.ottiptv.cc/huya/11336571
电影_经典女神,https://live.ottiptv.cc/huya/11352909
电影_许氏三杰,https://live.ottiptv.cc/huya/11602033
电影_经典港片,https://live.ottiptv.cc/huya/11352965
电影_镖行天下,https://live.ottiptv.cc/huya/11352969
电影_高能反转,https://live.ottiptv.cc/huya/11352887
电影_喜乐影院,https://live.ottiptv.cc/huya/21059580
电影_蘑菇影厅,https://live.ottiptv.cc/huya/11601981
电影_搞笑恐怖,https://live.ottiptv.cc/huya/11601960
电影_死神来了,https://live.ottiptv.cc/huya/11352903
电影_变形金刚,https://live.ottiptv.cc/huya/21059596
电影_怪兽系列,https://live.ottiptv.cc/huya/21059554
搞笑_陈翔六点半,https://live.ottiptv.cc/huya/11274154
 电影_黄渤,https://live.ottiptv.cc/huya/11352876 


荒野求生其他,https://live.ottiptv.cc/huya/593667
野行者其他,https://live.ottiptv.cc/huya/20072663
跳舞其他,https://live.ottiptv.cc/huya/24634408
茶啊二中动画,https://live.ottiptv.cc/huya/11213191
哆啦A梦动漫,https://live.ottiptv.cc/huya/11601963
航海王动漫,https://live.ottiptv.cc/huya/16913382
七龙珠动漫,https://live.ottiptv.cc/huya/11601966
猫和老鼠动漫,https://live.ottiptv.cc/huya/11352879
中华小当家动漫,https://live.ottiptv.cc/huya/11342413
新水浒传,http://live.metshop.top/huya/11342384
神探狄仁杰第一部,http://live.metshop.top/huya/11352958
神探狄仁杰第三部,http://live.metshop.top/huya/11342425
爱情公寓,http://live.metshop.top/huya/11336726
倚天屠龙记,http://live.metshop.top/huya/11342403
铁齿铜牙纪晓岚,http://live.metshop.top/huya/11342396
亮剑,http://live.metshop.top/huya/30080238
士兵突击,http://live.metshop.top/huya/11342430
康熙王朝,http://live.metshop.top/huya/11352940
鬼吹灯之精绝古城,http://live.metshop.top/huya/11352871
鬼吹灯之怒晴湘西,http://live.metshop.top/huya/11602075
鬼吹灯之龙岭迷窟,http://live.metshop.top/huya/29465863
鬼吹灯之云南虫谷,http://live.metshop.top/huya/11352898
笑傲江湖,http://live.metshop.top/huya/26355790
神雕侠侣,http://live.metshop.top/huya/11352964
雪豹,http://live.metshop.top/huya/29580970
陈情令,http://live.metshop.top/huya/29465862
哆啦A梦,https://live.ottiptv.cc/huya/11601963
猫和老鼠,https://live.ottiptv.cc/huya/11352879
刘德华电影,https://live.ottiptv.cc/huya/11342424
古天乐电影,https://live.ottiptv.cc/huya/29982675
李连杰电影,https://live.ottiptv.cc/huya/11342390
甄子丹电影,https://live.ottiptv.cc/huya/11352935
狄仁杰系列,https://live.ottiptv.cc/huya/30080229
沈腾电影,https://live.ottiptv.cc/huya/11601968
黄渤电影,https://live.ottiptv.cc/huya/11352876
强森电影,https://live.ottiptv.cc/huya/21059581
王晶电影,https://live.ottiptv.cc/huya/11602058
金庸武侠,https://live.ottiptv.cc/huya/11342435
功夫电影,https://live.ottiptv.cc/huya/11352941
贺岁电影,https://live.ottiptv.cc/huya/11601986
士兵突击,https://live.ottiptv.cc/huya/11342430
笑傲江湖,https://live.ottiptv.cc/huya/26355790
神雕侠侣,https://live.ottiptv.cc/huya/11352964
倚天屠龙记,https://live.ottiptv.cc/huya/11342403
铁齿铜牙纪晓岚,https://live.ottiptv.cc/huya/11342396
康熙王朝,https://live.ottiptv.cc/huya/11352940
陈情令,https://live.ottiptv.cc/huya/29465862
鬼吹灯之精绝古城,https://live.ottiptv.cc/huya/11352871
鬼吹灯之怒晴湘西,https://live.ottiptv.cc/huya/11602075
鬼吹灯之龙岭迷窟,https://live.ottiptv.cc/huya/29465863
鬼吹灯之云南虫谷,https://live.ottiptv.cc/huya/11352898
楚汉骄雄,https://live.ottiptv.cc/huya/23740156
封神榜,https://live.ottiptv.cc/huya/23749096
西游记1,https://live.ottiptv.cc/huya/23728660
